name,description,close,premarket_close,premarket_change,premarket_volume,premarket_high,premarket_low,high,low,change,volume,average_volume_10d_calc,relative_volume_10d_calc,float_shares_outstanding,market_cap_basic,sector,exchange,strength,flags
EOSE,"Eos Energy Enterprises, Inc.",3.04,3.4987,15.088815789473681,2319769,3.53,3.0,3.165,3.01,-5.590062111801246,13626386,21931554.1,0.6014736065532265,356880998.32,1107069985.490683,Producer Manufacturing,NASDAQ,94.09433962264153,-
SPWH,"Sportsman's Warehouse Holdings, Inc.",1.2,1.34,11.666666666666679,175471,1.3475,1.25,1.205,1.17,0.8403361344537823,3573987,558353.3,16.01229286204871,35576380.6896,46823760.0,Retail Trade,NASDAQ,92.30769230769246,-
