name,description,close,premarket_close,premarket_change,premarket_volume,premarket_high,premarket_low,high,low,change,volume,average_volume_10d_calc,relative_volume_10d_calc,float_shares_outstanding,market_cap_basic,sector,exchange,strength,flags
GOSS,"Gossamer Bio, Inc.",0.1994,0.2979,49.39819458375126,45200691,0.3,0.246,0.2142,0.145,46.617647058823515,356937140,54521256.7,16.293019509022763,449268969.186,97476031.0,Health Technology,NASDAQ,96.11111111111113,$1미만(상폐권)
PRLD,Prelude Therapeutics Incorporated,3.89,4.6991,20.799485861182507,108201,4.72,3.97,4.045,3.86,1.5665796344647531,179539,239360.1,0.7083373115225984,41755976.4668,309820265.00000006,Health Technology,NASDAQ,97.21333333333332,-
