name,description,close,premarket_close,premarket_change,premarket_volume,premarket_high,premarket_low,high,low,change,volume,average_volume_10d_calc,relative_volume_10d_calc,float_shares_outstanding,market_cap_basic,sector,exchange,strength,flags
RIME,"Algorhythm Holdings, Inc.",0.3254,0.4037,24.06269207129686,876487,0.404,0.32,0.349,0.3206,-5.516840882694531,456451,2265088.5,0.20280638637222267,16142344.980299998,5528590.000000001,Consumer Services,NASDAQ,99.64285714285711,저유통(<20M) $1미만(상폐권)
RZLV,Rezolve AI PLC,2.43,2.89,18.93004115226337,9455095,2.91,2.45,2.47,2.41,-1.2195121951219432,7064752,8482036.6,0.8296420501448325,233804692.2234,969151110.0,Technology Services,NASDAQ,95.65217391304347,-
